Rank,RelevanceScore,SuggestedSection,Title,Authors,Year,Venue,Citations,Source,Cluster,DOI,URL,Abstract
45,31.5,"RW:SelfSupervisedLearning, RW:MedicalSegmentation",MambaMIM: Pre-training Mamba with state space token interpolation and its application to medical image segmentation.,Fenghe Tang; Bingkun Nian; Yingtai Li; Zihang Jiang,2025,Medical image analysis,0,PubMed,masked_image_modeling_medical,10.1016/j.media.2025.103606,https://pubmed.ncbi.nlm.nih.gov/40347916/,"Recently, the state space model Mamba has demonstrated efficient long-sequence modeling capabilities, particularly for addressing long-sequence visual tasks in 3D medical imaging. However, existing generative self-supervised learning methods have not yet fully unleashed Mamba's potential for handling long-range dependencies because they overlook the inherent causal properties of state space sequen..."
46,31.5,"RW:MedicalSegmentation, RW:Dataset",A segment anything model-guided and match-based semi-supervised segmentation framework for medical imaging.,Guoping Xu; Xiaoxue Qian; Hua-Chieh Shao; Jax Luo,2025,Medical physics,0,PubMed,masked_image_modeling_medical,10.1002/mp.17785,https://pubmed.ncbi.nlm.nih.gov/40156370/,"Semi-supervised segmentation leverages sparse annotation information to learn rich representations from combined labeled and label-less data for segmentation tasks. The Match-based framework, by using the consistency constraint of segmentation results from different models/augmented label-less inputs, is found effective in semi-supervised learning. This approach, however, is challenged by the low ..."
47,31.5,"RW:SelfSupervisedLearning, RW:Architecture, RW:MedicalSegmentation",Osteoporosis prediction from hand X-ray images using segmentation-for-classification and self-supervised learning.,Ung Hwang; Chang-Hun Lee; Kijung Yoon,2025,Scientific reports,0,PubMed,unet_self_supervised_medical,10.1038/s41598-025-16860-2,https://pubmed.ncbi.nlm.nih.gov/41006333/,"Osteoporosis is a prevalent metabolic bone disease that frequently remains undiagnosed due to limited access to bone mineral density (BMD) tests, such as Dual-energy X-ray absorptiometry (DXA). To address this issue, recent research explores alternative indicators from peripheral skeletal sites to enable earlier and more accessible screening. In this paper, we propose a method to predict osteoporo..."
48,31.0,RW:Architecture,A brain tumor segmentation enhancement in MRI images using U-Net and transfer learning.,Amin Pourmahboubi; Nazanin Arsalani Saeed; Hamed Tabrizchi,2025,BMC medical imaging,0,PubMed,masked_image_modeling_medical,10.1186/s12880-025-01837-4,https://pubmed.ncbi.nlm.nih.gov/40745592/,"This paper presents a novel transfer learning approach for segmenting brain tumors in Magnetic Resonance Imaging (MRI) images. Using Fluid-Attenuated Inversion Recovery (FLAIR) abnormality segmentation masks and MRI scans from The Cancer Genome Atlas's (TCGA's) lower-grade glioma collection, our proposed approach uses a VGG19-based U-Net architecture with fixed pretrained weights. The experimental..."
49,31.0,RW:Architecture,A robust image segmentation and synthesis pipeline for histopathology.,Muhammad Jehanzaib; Yasin Almalioglu; Kutsev Bengisu Ozyoruk; Drew F K Williamson,2025,Medical image analysis,0,PubMed,masked_image_modeling_medical,10.1016/j.media.2024.103344,https://pubmed.ncbi.nlm.nih.gov/39265361/,"Significant diagnostic variability between and within observers persists in pathology, despite the fact that digital slide images provide the ability to measure and quantify features much more precisely compared to conventional methods. Automated and accurate segmentation of cancerous cell and tissue regions can streamline the diagnostic process, providing insights into the cancer progression, and..."
50,31.0,"RW:SelfSupervisedLearning, RW:Architecture",An image registration-based self-supervised Su-Net for carotid plaque ultrasound image segmentation.,Jing Ding; Ran Zhou; Xiaoyue Fang; Furong Wang,2024,Computer methods and programs in biomedicine,0,PubMed,masked_image_modeling_medical,10.1016/j.cmpb.2023.107957,https://pubmed.ncbi.nlm.nih.gov/38061113/,"Total Plaque Area (TPA) measurement is critical for early diagnosis and intervention of carotid atherosclerosis in individuals with high risk for stroke. The delineation of the carotid plaques is necessary for TPA measurement, and deep learning methods can automatically segment the plaque and measure TPA from carotid ultrasound images. A large number of labeled images is essential for training a g..."
51,30.0,"RW:SelfSupervisedLearning, RW:MedicalSegmentation",Structural-prior guided and feature-enhanced transformer with masked image modeling pretraining for retinal layers and fluid segmentation in macular edema OCT images.,Sheng Wang; Shuxian Feng; Zhina Wang; Zhenning Ji,2025,Biomedical optics express,0,PubMed,masked_image_modeling_medical,10.1364/BOE.574769,https://pubmed.ncbi.nlm.nih.gov/41394497/,"Optical coherence tomography (OCT) is an essential tool for diagnosing retinal diseases because of its high-resolution, three-dimensional structural and functional imaging of the retina. Automatic segmentation and quantification of the retinal biomarkers provide clinicians with reliable diagnostic references and improve the accuracy and efficiency of diagnosis. However, the diverse lesions, artifa..."
52,30.0,"RW:SelfSupervisedLearning, RW:MedicalSegmentation",Scaling Chest X-Ray Foundation Models From Mixed Supervisions for Dense Prediction.,Fuying Wang; Lequan Yu,2025,IEEE transactions on medical imaging,0,PubMed,masked_image_modeling_medical,10.1109/TMI.2025.3589928,https://pubmed.ncbi.nlm.nih.gov/40668705/,"Foundation models have significantly revolutionized the field of chest X-ray diagnosis with their ability to transfer across various diseases and tasks. However, previous works have predominantly utilized self-supervised learning from medical image-text pairs, which falls short in dense medical prediction tasks due to their sole reliance on such coarse pair supervision, thereby limiting their appl..."
53,30.0,"RW:SelfSupervisedLearning, RW:MedicalSegmentation",BDFM: Foundation Model for Segmentation and Classification Tasks of Brain Diseases.,Jiatian Zhang; Chunxiao Xu; Han Zhong; Yiheng Cao,2025,IEEE transactions on bio-medical engineering,0,PubMed,masked_image_modeling_medical,10.1109/TBME.2025.3637146,https://pubmed.ncbi.nlm.nih.gov/41289093/,The lack of high-quality annotated images and the limited transferability of task-specific models hamper the practical of AI-assisted diagnosis for brain diseases. Developing self-supervised foundation model is a promising solution to address this problem. We establish a masked image modeling (MIM)-based foundation model of brain disease (BDFM). We construct a database named BD-15k of more than te...
54,30.0,RW:MedicalSegmentation,AI-Based Analysis of Abdominal Ultrasound Images to Support Medical Diagnosis in Emergency Departments.,Zahra Hamedi; Lorenzo Brigato; Ethan Dack; Mira Schütz,2025,Studies in health technology and informatics,0,PubMed,masked_image_modeling_medical,10.3233/SHTI250209,https://pubmed.ncbi.nlm.nih.gov/40326647/,"The goal of segmentation in abdominal imaging for emergency medicine is to accurately identify and delineate organs, as well as to detect and localize pathological areas. This precision is critical for rapid, informed decision-making in acute care scenarios. Vision foundation models, such as Segment Anything Model (SAM), have demonstrated remarkable results on many different segmentation tasks, bu..."
55,30.0,RW:SelfSupervisedLearning,BENCHMARKING TRANSFERABILITY OF SELF-SUPERVISED PRETRAINING FOR MULTI-ORGAN SEGMENTATION ON DIFFERENT MODALITIES.,Jue Jiang; Harini Veeraraghavan,2025,Proceedings. IEEE International Symposium on Biomedical Imaging,0,PubMed,masked_image_modeling_medical,10.1109/isbi60581.2025.10980778,https://pubmed.ncbi.nlm.nih.gov/40612056/,"Self-supervised learning (SSL) is an approach to pretrain deep networks with unlabeled datasets by using pretext tasks that use images as ""ground truth"". Pretext tasks have been shown to impact accuracy of task categories, e.g. segmentation vs. classification. However, versatility of SSL features to downstream tasks involving different modalities has not been studied. We benchmarked impact of SSL ..."
56,30.0,"RW:SelfSupervisedLearning, RW:MedicalSegmentation",Self-supervised learning improves robustness of deep learning lung tumor segmentation models to CT imaging differences.,Jue Jiang; Aneesh Rangnekar; Harini Veeraraghavan,2025,Medical physics,0,PubMed,masked_image_modeling_medical,10.1002/mp.17541,https://pubmed.ncbi.nlm.nih.gov/39636237/,"Self-supervised learning (SSL) is an approach to extract useful feature representations from unlabeled data, and enable fine-tuning on downstream tasks with limited labeled examples. Self-pretraining is a SSL approach that uses curated downstream task dataset for both pretraining and fine-tuning. Availability of large, diverse, and uncurated public medical image sets presents the opportunity to po..."
57,29.5,"RW:SelfSupervisedLearning, RW:KnowledgeDistillation, RW:MedicalSegmentation, RW:FederatedLearning",A Comprehensive Review of Knowledge Distillation for Lightweight Medical Image Segmentation,Asmat Burhan; Purwono Purwono,2024,Journal of Advanced Health Informatics Research,2,Semantic Scholar,knowledge_distillation_medical_segmentation,10.59247/jahir.v2i2.294,https://www.semanticscholar.org/paper/3b2d56c8725d68214cb819a10a03592fa7ab24bd,"Medical image segmentation plays a crucial role in computer-aided diagnosis by enabling precise identification of anatomical and pathological structures. While deep learning models have significantly improved segmentation accuracy, their high computational complexity limits deployment in resource-constrained environments, such as mobile healthcare and edge computing. Knowledge Distillation (KD) ha..."
58,29.5,RW:SelfSupervisedLearning,Assessing the Potential of Masked Autoencoder Foundation Models in Predicting Downhole Metrics from Surface Drilling Data,Aleksander Berezowski; Hassan Hassanzadeh; Gouri Ginde,2026,arXiv,0,arXiv,"core_topic, masked_image_modeling_medical, sparse_masked_cnn_pretraining, unet_self_supervised_medical",N/A,http://arxiv.org/abs/2604.15169v1,"Oil and gas drilling operations generate extensive time-series data from surface sensors, yet accurate real-time prediction of critical downhole metrics remains challenging due to the scarcity of labelled downhole measurements. This systematic mapping study reviews thirteen papers published between 2015 and 2025 to assess the potential of Masked Autoencoder Foundation Models (MAEFMs) for predictin..."
59,29.5,RW:MedicalSegmentation,Diffusion-based skin disease data augmentation with fine-grained detail preservation and interpolation for data diversity.,Mujung Kim; Jisang Yoo; Soonchul Kwon; Byung Jun Kim,2025,PloS one,0,PubMed,masked_image_modeling_medical,10.1371/journal.pone.0331404,https://pubmed.ncbi.nlm.nih.gov/41042755/,"We propose a data augmentation technique utilizing a Diffusion-based generative deep learning model to address the issue of data scarcity in skin disease diagnosis research. Specifically, we enhanced the Stable Diffusion model, a Latent Diffusion Model (LDM), to generate high-quality synthetic images. To mitigate detail loss in existing Diffusion models, we incorporated lesion area masks and impro..."
60,29.5,"RW:Architecture, RW:KnowledgeDistillation, RW:MedicalSegmentation",UText: Prompt-Guided Semantic Distillation for Medical Image Segmentation,Chenshun Xie; Yushan Lu; Fufang Wang; Tienan Qi,2025,International Conference on Informatics and Analytics,0,Semantic Scholar,knowledge_distillation_medical_segmentation,10.1109/ICIA64617.2025.11277930,https://www.semanticscholar.org/paper/a0b729e56967b444df5650179ee92877f464721d,"With the rapid development of multi-model learning, vision-language models have shown great potential in medical image segmentation. To address the limitations of traditional segmentation models in feature decoupling and fine-grained lesion delineation, we propose UText, a prompt-guided semantic distillation framework based on a teacher–student architecture for medical image segmentation. The teac..."
61,29.0,"RW:Architecture, RW:MedicalSegmentation",A hierarchical deep learning approach for diagnosing impacted canine-induced root resorption via cone-beam computed tomography.,Zeynab Pirayesh; Hossein Mohammad-Rahimi; Saeed Reza Motamedian; Sepehr Amini Afshar,2024,BMC oral health,0,PubMed,masked_image_modeling_medical,10.1186/s12903-024-04718-4,https://pubmed.ncbi.nlm.nih.gov/39180070/,"Canine-induced root resorption (CIRR) is caused by impacted canines and CBCT images have shown to be more accurate in diagnosing CIRR than panoramic and periapical radiographs with the reported AUCs being 0.95, 0.49, and 0.57, respectively. The aim of this study was to use deep learning to automatically evaluate the diagnosis of CIRR in maxillary incisors using CBCT images. A total of 50 cone beam..."
62,29.0,"RW:SelfSupervisedLearning, RW:MedicalSegmentation",Self-supervised 3D anatomy segmentation using self-distilled masked image transformer (SMIT).,Jue Jiang; Neelam Tyagi; Kathryn Tringale; Christopher Crane,2022,Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention,0,PubMed,masked_image_modeling_medical,10.1007/978-3-031-16440-8_53,https://pubmed.ncbi.nlm.nih.gov/36468915/,"Vision transformers efficiently model long-range context and thus have demonstrated impressive accuracy gains in several image analysis tasks including segmentation. However, such methods need large labeled datasets for training, which is hard to obtain for medical image analysis. Self-supervised learning (SSL) has demonstrated success in medical image segmentation using convolutional networks. In..."
63,29.0,"RW:SelfSupervisedLearning, RW:Architecture",Ultrasound carotid plaque segmentation via image reconstruction-based self-supervised learning with limited training labels.,Ran Zhou; Yanghan Ou; Xiaoyue Fang; M Reza Azarpazhooh,2023,Mathematical biosciences and engineering : MBE,0,PubMed,unet_self_supervised_medical,10.3934/mbe.2023074,https://pubmed.ncbi.nlm.nih.gov/36899501/,"Carotid total plaque area (TPA) is an important contributing measurement to the evaluation of stroke risk. Deep learning provides an efficient method for ultrasound carotid plaque segmentation and TPA quantification. However, high performance of deep learning requires datasets with many labeled images for training, which is very labor-intensive. Thus, we propose an image reconstruction-based self-..."
64,28.5,"RW:SelfSupervisedLearning, RW:MedicalSegmentation",Sli2Vol+: Segmenting 3D Medical Images Based on an Object Estimation Guided Correspondence Flow Network.,Delin An; Pengfei Gu; Milan Sonka; Chaoli Wang,2025,IEEE Winter Conference on Applications of Computer Vision. IEEE Winter Conference on Applications of Computer Vision,0,PubMed,core_topic,10.1109/wacv61041.2025.00357,https://pubmed.ncbi.nlm.nih.gov/41001582/,"Deep learning (DL) methods have shown remarkable successes in medical image segmentation, often using large amounts of annotated data for model training. However, acquiring a large number of diverse labeled 3D medical image datasets is highly difficult and expensive. Recently, mask propagation DL methods were developed to reduce the annotation burden on 3D medical images. For example, Sli2Vol [59]..."
65,28.5,General,MADE: A Living Benchmark for Multi-Label Text Classification with Uncertainty Quantification of Medical Device Adverse Events,Raunak Agarwal; Markus Wenzel; Simon Baur; Jonas Zimmer,2026,arXiv,0,arXiv,"masked_image_modeling_medical, catastrophic_forgetting_medical, knowledge_distillation_medical_segmentation, federated_ssl_medical_forgetting",N/A,http://arxiv.org/abs/2604.15203v1,"Machine learning in high-stakes domains such as healthcare requires not only strong predictive performance but also reliable uncertainty quantification (UQ) to support human oversight. Multi-label text classification (MLTC) is a central task in this domain, yet remains challenging due to label imbalances, dependencies, and combinatorial complexity. Existing MLTC benchmarks are increasingly saturat..."
66,28.5,"RW:Architecture, RW:MedicalSegmentation",Transfer Learning with Limited Data for Mice Lung Segmentation in Synchrotron X-Ray Tomography.,Andjela Blagojević; Ognjen Obradović; Tijana Geroski; Ognjen Pavić,2026,Annals of biomedical engineering,0,PubMed,masked_image_modeling_medical,10.1007/s10439-026-04036-6,https://pubmed.ncbi.nlm.nih.gov/41774379/,"Due to the small scale and complexity of the acinus, the demarcation between tissue and air is often unclear, making segmentation challenging. Accurate segmentation is essential for analyzing lung development, structural changes, and functional roles, offering insights into lung growth and disease. Traditional methods require large, annotated datasets, which are difficult to obtain, especially in ..."
67,28.5,"RW:Architecture, RW:MedicalSegmentation",A Deep Learning-Based Automatic Segmentation and 3D Visualization Technique for Intracranial Hemorrhage Detection Using Computed Tomography Images.,Muntakim Mahmud Khan; Muhammad E H Chowdhury; A S M Shamsul Arefin; Kanchon Kanti Podder,2023,"Diagnostics (Basel, Switzerland)",0,PubMed,masked_image_modeling_medical,10.3390/diagnostics13152537,https://pubmed.ncbi.nlm.nih.gov/37568900/,"Intracranial hemorrhage (ICH) occurs when blood leaks inside the skull as a result of trauma to the skull or due to medical conditions. ICH usually requires immediate medical and surgical attention because the disease has a high mortality rate, long-term disability potential, and other potentially life-threatening complications. There are a wide range of severity levels, sizes, and morphologies of..."
68,28.5,"RW:Architecture, RW:MedicalSegmentation",Inpainting surgical occlusion from laparoscopic video sequences for robot-assisted interventions.,S M Kamrul Hasan; Richard A Simon; Cristian A Linte,2023,"Journal of medical imaging (Bellingham, Wash.)",0,PubMed,masked_image_modeling_medical,10.1117/1.JMI.10.4.045002,https://pubmed.ncbi.nlm.nih.gov/37649957/,"Medical technology for minimally invasive surgery has undergone a paradigm shift with the introduction of robot-assisted surgery. However, it is very difficult to track the position of the surgical tools in a surgical scene, so it is crucial to accurately detect and identify surgical tools. This task can be aided by deep learning-based semantic segmentation of surgical video frames. Furthermore, d..."
69,28.5,RW:SelfSupervisedLearning,Learning the heterogeneous representation of brain's structure from serial SEM images using a masked autoencoder.,Ao Cheng; Jiahao Shi; Lirong Wang; Ruobing Zhang,2023,Frontiers in neuroinformatics,0,PubMed,masked_image_modeling_medical,10.3389/fninf.2023.1118419,https://pubmed.ncbi.nlm.nih.gov/37360945/,"The exorbitant cost of accurately annotating the large-scale serial scanning electron microscope (SEM) images as the ground truth for training has always been a great challenge for brain map reconstruction by deep learning methods in neural connectome studies. The representation ability of the model is strongly correlated with the number of such high-quality labels. Recently, the masked autoencode..."
70,28.0,"RW:Architecture, RW:KnowledgeDistillation, RW:MedicalSegmentation",Lightweight TransUNet with knowledge distillation for efficient medical image segmentation,Husain Al Yusuf; Jayant Biradar; Eung-Joo Lee,2025,Defense + Security,2,Semantic Scholar,knowledge_distillation_medical_segmentation,10.1117/12.3054578,https://www.semanticscholar.org/paper/2541033c996e07aa82a8c32fbbabc2a4d5aeb21b,"Recent advances in computer-assisted interventions and postoperative surgical video analysis have advanced significantly, contributing to improvements in surgical planning, skill assessments, and training. These advances have transformed the surgical landscape by enabling near real-time segmentation of medical images and providing decision support systems that offer critical guidance and assistanc..."
71,28.0,RW:Architecture,Automatic and observable spinal cord compression grading system for lung cancer spinal metastasis.,Gengyuan Wang; Guanquan Lai; Genghui Wang; Yu Zhang,2025,Quantitative imaging in medicine and surgery,0,PubMed,masked_image_modeling_medical,10.21037/qims-2025-922,https://pubmed.ncbi.nlm.nih.gov/41209182/,"Epidural spinal cord compression (ESCC) assessment is a critical step in surgical intervention for lung cancer spinal metastasis. However, clinicians can only assess compression grades through manual observation, which is subjective and inefficient. The metastatic cancer features on magnetic resonance imaging (MRI) slices are complex and difficult to identify, and there are no publicly labeled dat..."
72,28.0,RW:MedicalSegmentation,Self-Attention Diffusion Models for Zero-Shot Biomedical Image Segmentation: Unlocking New Frontiers in Medical Imaging.,Abderrachid Hamrani; Anuradha Godavarty,2025,"Bioengineering (Basel, Switzerland)",0,PubMed,masked_image_modeling_medical,10.3390/bioengineering12101036,https://pubmed.ncbi.nlm.nih.gov/41155035/,"Producing high-quality segmentation masks for medical images is a fundamental challenge in biomedical image analysis. Recent research has investigated the use of supervised learning with large volumes of labeled data to improve segmentation across medical imaging modalities and unsupervised learning with unlabeled data to segment without detailed annotations. However, a significant hurdle remains ..."
73,28.0,RW:Architecture,Development and validation of a deep learning model using MR imaging for predicting brain metastases: an accuracy-focused study.,Dan Shi; Meng Yang; Min Dong; Ning Xuan,2025,Frontiers in oncology,0,PubMed,masked_image_modeling_medical,10.3389/fonc.2025.1657604,https://pubmed.ncbi.nlm.nih.gov/41064092/,"Brain metastases (BM), originating from extracranial malignancies, significantly threaten patient health. Accurate BM identification is crucial but labor-intensive manually. This study developed and validated a system for BM diagnosis, assessing its performance and stability. 470 patients diagnosed with BM were divided into an 80% training set (n=379) and a 20% internal test set (n=91) using syste..."
74,28.0,RW:MedicalSegmentation,SAM-guided Cross Pseudo Supervision Learning for Semi-supervised Medical Image Segmentation.,Junhao Li; Yun Li; Xiaomao Fan; Wenbin Lei,2025,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,0,PubMed,masked_image_modeling_medical,10.1109/EMBC58623.2025.11254895,https://pubmed.ncbi.nlm.nih.gov/41335733/,"Precise identification of lesions in medical images is crucial for accurate diagnosis and successful treatment. Nevertheless, the limited availability of annotations, coupled with the intricate nature of lesion characteristics, imposes significant constraints on the model's representational capacity. The recently developed vision foundation model, Segment Anything Model (SAM), featuring its unique..."
75,28.0,"RW:SelfSupervisedLearning, RW:MedicalSegmentation",Medical Transformer: Universal Encoder for 3-D Brain MRI Analysis.,Eunji Jun; Seungwoo Jeong; Da-Woon Heo; Heung-Il Suk,2024,IEEE transactions on neural networks and learning systems,0,PubMed,masked_image_modeling_medical,10.1109/TNNLS.2023.3308712,https://pubmed.ncbi.nlm.nih.gov/37738193/,"Transfer learning has attracted considerable attention in medical image analysis because of the limited number of annotated 3-D medical datasets available for training data-driven deep learning models in the real world. We propose Medical Transformer, a novel transfer learning framework that effectively models 3-D volumetric images as a sequence of 2-D image slices. To improve the high-level repre..."
76,28.0,"RW:SelfSupervisedLearning, RW:MedicalSegmentation",Self-supervised learning for chest computed tomography: training strategies and effect on downstream applications.,Amara Tariq; Gokul Ramasamy; Bhavik Patel; Imon Banerjee,2024,"Journal of medical imaging (Bellingham, Wash.)",0,PubMed,masked_image_modeling_medical,10.1117/1.JMI.11.6.064003,https://pubmed.ncbi.nlm.nih.gov/39529658/,"Self-supervised pre-training can reduce the amount of labeled training data needed by pre-learning fundamental visual characteristics of the medical imaging data. We investigate several self-supervised training strategies for chest computed tomography exams and their effects on downstream applications. We benchmark five well-known self-supervision strategies (masked image region prediction, next s..."
77,28.0,General,Fully automated explainable abdominal CT contrast media phase classification using organ segmentation and machine learning.,Yazdan Salimi; Zahra Mansouri; Ghasem Hajianfar; Amirhossein Sanaat,2024,Medical physics,0,PubMed,masked_image_modeling_medical,10.1002/mp.17076,https://pubmed.ncbi.nlm.nih.gov/38629779/,"Contrast-enhanced computed tomography (CECT) provides much more information compared to non-enhanced CT images, especially for the differentiation of malignancies, such as liver carcinomas. Contrast media injection phase information is usually missing on public datasets and not standardized in the clinic even in the same region and language. This is a barrier to effective use of available CECT ima..."
78,28.0,"RW:KnowledgeDistillation, RW:MedicalSegmentation, RW:FederatedLearning",pFedSAM: Personalized Federated Learning of Segment Anything Model for Medical Image Segmentation,Tong Wang; Xingyue Zhao; Linghao Zhuang; Haoyu Zhao,2025,arXiv.org,0,Semantic Scholar,knowledge_distillation_medical_segmentation,10.48550/arXiv.2509.15638,https://www.semanticscholar.org/paper/8351178e9104efdfff911889ce6638bc3a99bb80,"Medical image segmentation is crucial for computer-aided diagnosis, yet privacy constraints hinder data sharing across institutions. Federated learning addresses this limitation, but existing approaches often rely on lightweight architectures that struggle with complex, heterogeneous data. Recently, the Segment Anything Model (SAM) has shown outstanding segmentation capabilities; however, its mass..."
79,28.0,"RW:Architecture, RW:KnowledgeDistillation, RW:MedicalSegmentation",Knowledge Distillation with Student-Teacher Model for Whole Heart and Great Vessel Segmentation in Congenital Heart Disease Using CT-Scan Image,Syifa Salsabila Putri Priambodo; I. Ardiyanto; Nahar Taufiq,2024,"2024 International Conference on Artificial Intelligence, Blockchain, Cloud Computing, and Data Analytics (ICoABCD)",0,Semantic Scholar,knowledge_distillation_medical_segmentation,10.1109/ICoABCD63526.2024.10704464,https://www.semanticscholar.org/paper/f28719936905904a688777f93e38b87561b23b41,"Congenital Heart Disease (CHD) results from imper-fect heart anatomy during early fetal development. According to the Perhimpunan Dokter Spesialis Kardiovaskular Indonesia (PERKI), around 8–10 babies out of every 1000 births in Indonesia suffer from CHD. However, with advances in medical technology, many children with heart defects can survive. Cardiac CT-Scan images are used as the basis for appr..."
80,27.5,"RW:ContinualLearning, RW:KnowledgeDistillation",Modular Continual Learning via Zero-Leakage Reconstruction Routing and Autonomous Task Discovery,Noureddine Kermiche,2026,arXiv,0,arXiv,sparse_masked_cnn_pretraining,N/A,http://arxiv.org/abs/2604.14375v1,"Catastrophic forgetting remains a primary hurdle in sequential task learning for artificial neural networks. We propose a silicon-native modular architecture that achieves structural parameter isolation using Task-Specific Experts and a distributed, outlier-based Gatekeeper. Moving beyond traditional sequential consolidation, our framework utilizes a Simultaneous Pipeline where Teacher learning, S..."
81,27.1,"RW:Architecture, RW:KnowledgeDistillation, RW:MedicalSegmentation",ReCo-KD: Region- and Context-Aware Knowledge Distillation for Efficient 3D Medical Image Segmentation,Qizhen Lan; Yu-Chun Hsu; N. Khan; Xiaoqian Jiang,2026,arXiv.org,7,Semantic Scholar,knowledge_distillation_medical_segmentation,10.48550/arXiv.2601.08301,https://www.semanticscholar.org/paper/7f88e8b9e960e31aedaf6091efc3b2a244ca8e3c,"Accurate 3D medical image segmentation is vital for diagnosis and treatment planning, but state-of-the-art models are often too large for clinics with limited computing resources. Lightweight architectures typically suffer significant performance loss. To address these deployment and speed constraints, we propose Region- and Context-aware Knowledge Distillation (ReCo-KD), a training-only framework..."
82,27.0,"RW:SelfSupervisedLearning, RW:KnowledgeDistillation, RW:MedicalSegmentation",Unsupervised domain adaptation with multi-level distillation boost and adaptive mask for medical image segmentation,Yongze Wang; Lei Fan; M. Pagnucco; Yang Song,2025,Comput. Biol. Medicine,2,Semantic Scholar,knowledge_distillation_medical_segmentation,10.1016/j.compbiomed.2025.110055,https://www.semanticscholar.org/paper/15cd229ee456df782c6234bf3ec57f545e4f01fb,"The mean-teacher (MT) framework has emerged as a commonly used approach in unsupervised domain adaptation (UDA) tasks. Existing methods primarily focus on aligning the outputs of the student and teacher networks by using guidance from the teacher network's multi-layer features. To build upon the potential of the MT framework, we propose a framework named Multi-Level Distillation Boost (MLDB). It c..."
83,27.0,"RW:SelfSupervisedLearning, RW:MedicalSegmentation",Self-supervised learning for breast cancer detection: A review.,Hugo Figueiras; José Domingues; Nuno Matela; Nuno Garcia,2025,Computers in biology and medicine,0,PubMed,core_topic,10.1016/j.compbiomed.2025.111245,https://pubmed.ncbi.nlm.nih.gov/41138363/,"Breast cancer is one of the most prevalent and life-threatening malignancies worldwide, prompting continuous improvements in both early detection and precise diagnosis. Deep learning methods have shown promise in computer-aided detection (CAD) systems, yet they often rely on extensive labeled datasets, which are costly and time-consuming to annotate. Self-supervised learning (SSL) offers a compell..."
84,27.0,"RW:ContinualLearning, RW:SelfSupervisedLearning, RW:MedicalSegmentation",A Systematic Benchmarking Analysis of Transfer Learning for Medical Image Analysis.,Mohammad Reza Hosseinzadeh Taher; Fatemeh Haghighi; Ruibin Feng; Michael B Gotway,2021,"Domain adaptation and representation transfer, and affordable healthcare and AI for resource diverse global health : third MICCAI workshop, DART 2021 and first MICCAI workshop, FAIR 2021 : held in conjunction with MICCAI 2021 : Strasbou...",0,PubMed,core_topic,10.1007/978-3-030-87722-4_1,https://pubmed.ncbi.nlm.nih.gov/35713581/,"Transfer learning from supervised ImageNet models has been frequently used in medical image analysis. Yet, no large-scale evaluation has been conducted to benchmark the efficacy of newly-developed pre-training techniques for medical image analysis, leaving several important questions unanswered. As the first step in this direction, we conduct a systematic study on the transferability of models pre..."
85,27.0,"RW:SelfSupervisedLearning, RW:Dataset",Improving brain tumor segmentation with anatomical prior-informed pre-training.,Kang Wang; Zeyang Li; Haoran Wang; Siyu Liu,2023,Frontiers in medicine,0,PubMed,masked_image_modeling_medical,10.3389/fmed.2023.1211800,https://pubmed.ncbi.nlm.nih.gov/37771979/,"Precise delineation of glioblastoma in multi-parameter magnetic resonance images is pivotal for neurosurgery and subsequent treatment monitoring. Transformer models have shown promise in brain tumor segmentation, but their efficacy heavily depends on a substantial amount of annotated data. To address the scarcity of annotated data and improve model robustness, self-supervised learning methods usin..."
86,27.0,RW:SelfSupervisedLearning,Prompt-Guided Image Editing with Masked Logit Nudging in Visual Autoregressive Models,Amir El-Ghoussani; Marc Hölle; Gustavo Carneiro; Vasileios Belagiannis,2026,arXiv,0,arXiv,sparse_masked_cnn_pretraining,N/A,http://arxiv.org/abs/2604.14591v1,"We address the problem of prompt-guided image editing in visual autoregressive models. Given a source image and a target text prompt, we aim to modify the source image according to the target prompt, while preserving all regions which are unrelated to the requested edit. To this end, we present Masked Logit Nudging, which uses the source image token maps to introduce a guidance step that aligns th..."
87,27.0,"RW:ContinualLearning, RW:KnowledgeDistillation, RW:MedicalSegmentation, RW:Dataset",DINO-Mix: Distilling Foundational Knowledge with Cross-Domain CutMix for Semi-supervised Class-imbalanced Medical Image Segmentation,Xinyu Liu; Guolei Sun,2026,arXiv.org,0,Semantic Scholar,knowledge_distillation_medical_segmentation,10.48550/arXiv.2602.07819,https://www.semanticscholar.org/paper/68f58738784ef64f905667dcb2135dbdfd9fb3d5,"Semi-supervised learning (SSL) has emerged as a critical paradigm for medical image segmentation, mitigating the immense cost of dense annotations. However, prevailing SSL frameworks are fundamentally""inward-looking"", recycling information and biases solely from within the target dataset. This design triggers a vicious cycle of confirmation bias under class imbalance, leading to the catastrophic f..."
